,name,price,address,url,Hãng xe,Năm đăng ký,Tình trạng,Loại xe máy,Dung tích xe máy,Xuất xứ,Màu xe,Dòng xe,Số km đã đi
1324,Honda SH 150i VIỆT độ full Nhập khóa smartkey biển HN,61800000,"Quận Nam Từ Liêm, Hà Nội",https://muaban.net/xe-may/ban-xe-may/honda-sh-150i-viet-do-full-nhap-khoa-smartkey-bien-hn-id58956781,-,-,-,-,-,-,-,-,0
1325,Honda Scoopy mới mua 2019 còn mới tinh,11800000,"Quận Nam Từ Liêm, Hà Nội",https://muaban.net/xe-may/honda/honda-scoopy-moi-mua-2019-con-moi-tinh-id58834909,-,-,-,-,-,-,-,-,0
1326,Yamaha Nvx 155 ABS màu ghi bạc 2021 còn bảo hành,28900000,"Quận Nam Từ Liêm, Hà Nội",https://muaban.net/xe-may/yamaha/yamaha-nvx-155-abs-mau-ghi-bac-2021-con-bao-hanh-id58873897,-,-,-,-,-,-,-,-,0
1327,Honda Rebel 175 nhập khẩu mỹ nguyên chiếc MỚI 99%,36500000,"Quận Nam Từ Liêm, Hà Nội",https://muaban.net/xe-may/honda/honda-rebel-175-nhap-khau-my-nguyen-chiec-moi-99-id58828067,-,-,-,-,-,-,-,-,0
1328,Honda SH 150 màu xanh đen 2011 chính chủ biển HN,20800000,"Quận Cầu Giấy, Hà Nội",https://muaban.net/xe-may/honda/honda-sh-150-mau-xanh-den-2011-chinh-chu-bien-hn-id58874423,-,-,-,-,-,-,-,-,0
1329,Honda Vision màu trắng nữ công chức dùng-2021,22500000,"Quận Nam Từ Liêm, Hà Nội",https://muaban.net/xe-may/ban-xe-may/honda-vision-mau-trang-nu-cong-chuc-dung-2021-id57598452,-,-,-,-,-,-,-,-,0
1330,Piaggio Vespa lX 125ie - phun điện tử biển 29 đký 2015,13500000,"Quận Nam Từ Liêm, Hà Nội",https://muaban.net/xe-may/piaggio/piaggio-vespa-lx-125ie-phun-dien-tu-bien-29-dky-2015-id58828541,-,-,-,-,-,-,-,-,0
1331,Honda CBR 2 đèn LED màu cam Repsol chính chủ 2021,53000000,"Quận Nam Từ Liêm, Hà Nội",https://muaban.net/xe-may/honda/honda-cbr-2-den-led-mau-cam-repsol-chinh-chu-2021-id63226566,-,-,-,-,-,-,-,-,0
1332,Yamaha R15 V3 bản xanh độ siêu đẹp 2021 chạy 100KM,46500000,"Quận Nam Từ Liêm, Hà Nội",https://muaban.net/xe-may/yamaha/yamaha-r15-v3-ban-xanh-do-sieu-dep-2021-chay-100km-id58835947,-,-,-,-,-,-,-,-,0
1333,Honda CBR 150 màu đen nhập khẩu thái 2018 biển HN,34000000,"Quận Nam Từ Liêm, Hà Nội",https://muaban.net/xe-may/ban-xe-may/honda-cbr-150-mau-den-nhap-khau-thai-2018-bien-hn-id56681194,-,-,-,-,-,-,-,-,0
1334,Đại lý mua bán và phân phối dầu nhớt giá ưu đãi– 0908273168,88000,"Huyện Hóc Môn, TP.HCM",https://muaban.net/xe-may/phu-tung-xe-may/dai-ly-mua-ban-va-phan-phoi-dau-nhot-gia-uu-dai-0908273168-id68053924,-,-,-,-,-,-,-,-,0
1335,Suzuki GZ 150 Fi chính chủ biển HN đký 2020,42500000,"Quận Nam Từ Liêm, Hà Nội",https://muaban.net/xe-may/suzuki/suzuki-gz-150-fi-chinh-chu-bien-hn-dky-2020-id61833764,-,-,-,-,-,-,-,-,0
1336,Bán Xe Lifan 125 Cafe Racer (Mới). Giấy hải quan cầm tay. Giá 32 Triệu,32000000,"Quận Bắc Từ Liêm, Hà Nội",https://muaban.net/xe-may/ban-xe-may/ban-xe-lifan-125-cafe-racer-moi-giay-hai-quan-cam-tay-gia-32-trieu-id68054352,-,-,-,-,-,-,-,-,0
1337,Cần bán nhanh HONDA  SH 125 FI phun xăng điện tử việt nam mẫu ý,93500000,-,https://muaban.net/xe-may/ban-xe-may/can-ban-nhanh-honda-sh-125-fi-phun-xang-dien-tu-viet-nam-mau-y-id68085898,-,-,-,-,-,-,-,-,0
1338,Chính chủ cần bán xe YAMAHA JANUS màu đỏ,21000000,"Quận Hoàng Mai, Hà Nội",https://muaban.net/xe-may/ban-xe-may/chinh-chu-can-ban-xe-yamaha-janus-mau-do-id68054803,-,-,-,-,-,-,-,-,0
1339,Yamaha MT 15 đen nhám bản mới nhất 2021,58500000,"Quận Nam Từ Liêm, Hà Nội",https://muaban.net/xe-may/yamaha/yamaha-mt-15-den-nham-ban-moi-nhat-2021-id62750632,-,-,-,-,-,-,-,-,0
1340,"HẠ GIÁ BÁN GẤP XE Honda moto Matster 125, xe nguyên rin từng con ốc",20000000,"Quận Bình Tân, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ha-gia-ban-gap-xe-honda-moto-matster-125-xe-nguyen-rin-tung-con-oc-id68049071,-,-,-,-,-,-,-,-,0
1341,Mình cần bán ex hoặc gl ab 2020 bstp 9 chủ,39500000,"Quận Phú Nhuận, TP.HCM",https://muaban.net/xe-may/ban-xe-may/minh-can-ban-ex-hoac-gl-ab-2020-bstp-9-chu-id68155698,-,-,-,-,-,-,-,-,0
1342," "" ƯU ĐÃI LỚN "" DÀNH RIÊNG CHO KHÁCH HÀNG MUA XE  WINNER X",36990000,"Huyện Hoài Đức, Hà Nội",https://muaban.net/xe-may/ban-xe-may/uu-dai-lon-danh-rieng-cho-khach-hang-mua-xe-winner-x-id68158924,-,-,-,-,-,-,-,-,0
1343,Kawasaki Ninja 300 ABS 2017. Biển HN. Odo: 11k . Giá chỉ 8x Triệu ,88000000,"Quận Bắc Từ Liêm, Hà Nội",https://muaban.net/xe-may/ban-xe-may/kawasaki-ninja-300-abs-2017-bien-hn-odo-11k-gia-chi-8x-trieu-id68048262,-,-,-,-,-,-,-,-,0
1344,Nouvo 5 phun xăng điện tư. Bs64. Giấy tơ đây đủ.bao ,9000000,-,https://muaban.net/xe-may/ban-xe-may/nouvo-5-phun-xang-dien-tu-bs64-giay-to-day-du-bao-id68048280,-,-,-,-,-,-,-,-,0
1345,HEAD Việt Thái Quân 1 Khuyến Mãi Mua 1 Tặng 7 từ 27/06/2022-03/07/2022,40500000,"Thành phố Dĩ An, Bình Dương",https://muaban.net/xe-may/ban-xe-may/head-viet-thai-quan-1-khuyen-mai-mua-1-tang-7-tu-27-06-2022-03-07-2022-id68137185,-,-,-,-,-,-,-,-,0
1346,Cần tìm đại lý phân phối độc quyền dầu nhớt Vector,70000,"Huyện Hóc Môn, TP.HCM",https://muaban.net/xe-may/phu-tung-xe-may/can-tim-dai-ly-phan-phoi-doc-quyen-dau-nhot-vector-id68048942,-,-,-,-,-,-,-,-,0
1347,Bán vespa cổ PX 150 cc ở đà nẵng,45000000,"Quận Thanh Khê, Đà Nẵng",https://muaban.net/xe-may/piaggio/ban-vespa-co-px-150-cc-o-da-nang-id64575225,-,-,-,-,-,-,-,-,0
1348,Laed nhật xin  ko phải tàu  han quốc ko phải scr thay tem,15,"Quận Long Biên, Hà Nội",https://muaban.net/xe-may/honda/laed-nhat-xin-ko-phai-tau-han-quoc-ko-phai-scr-thay-tem-id64736566,-,-,-,-,-,-,-,-,0
1349,"Xe tay ga Django - Thương hiệu Pháp, phanh ABS trước/sau",61000000,"Thành phố Dĩ An, Bình Dương",https://muaban.net/xe-may/ban-xe-may/xe-tay-ga-django-thuong-hieu-phap-phanh-abs-truoc-sau-id68155943,-,-,-,-,-,-,-,-,0
1350,Bán Air Blade 110 Fi Màu Đỏ Đen Bstp,14900000,"Quận Bình Tân, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-air-blade-110-fi-mau-do-den-bstp-id68154638,-,-,-,-,-,-,-,-,0
1351,Bán Sirius 50cc Màu Xanh Trắng Bánh Mâm Thắng Đĩa,7900000,"Quận Bình Tân, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-sirius-50cc-mau-xanh-trang-banh-mam-thang-dia-id68155227,-,-,-,-,-,-,-,-,0
1352,HEAD Việt Thái Quân 2 Khuyến Mãi Mua 1 Tặng 7 từ 27/06/2022-03/07/2022,40500000,"TP. Thủ Đức - Quận 2, TP.HCM",https://muaban.net/xe-may/ban-xe-may/head-viet-thai-quan-2-khuyen-mai-mua-1-tang-7-tu-27-06-2022-03-07-2022-id68137164,-,-,-,-,-,-,-,-,0
1353,Bán Sirius 110 HQ Màu Vàng Đen Bánh Căm Đĩa,6900000,"Quận Bình Tân, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-sirius-110-hq-mau-vang-den-banh-cam-dia-id68154577,-,-,-,-,-,-,-,-,0
1354,BÁN Z1000 . Màu đỏ candy . Chính chủ,250000000,"Quận 8, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-z1000-mau-do-candy-chinh-chu-id68156696,-,-,-,-,-,-,-,-,0
1355,Cần Bán Wave A HQ Màu Trắng Bánh Mâm,5900000,"Quận Bình Tân, TP.HCM",https://muaban.net/xe-may/ban-xe-may/can-ban-wave-a-hq-mau-trang-banh-mam-id63765945,-,-,-,-,-,-,-,-,0
1356,"Future 125 Fi phanh đĩa vành đúc biển HN, 2015",13800000,"Quận Nam Từ Liêm, Hà Nội",https://muaban.net/xe-may/honda/future-125-fi-phanh-dia-vanh-duc-bien-hn-2015-id63771152,-,-,-,-,-,-,-,-,0
1357,Honda Winner X 150 ABS xanh Than đký 11.2021,28500000,"Quận Nam Từ Liêm, Hà Nội",https://muaban.net/xe-may/honda/honda-winner-x-150-abs-xanh-than-dky-11-2021-id58823153,-,-,-,-,-,-,-,-,0
1358,Piaggio Vespa S 125 3vie đèn vuông màu cam 2018,16500000,"Quận Nam Từ Liêm, Hà Nội",https://muaban.net/xe-may/piaggio/piaggio-vespa-s-125-3vie-den-vuong-mau-cam-2018-id58818253,-,-,-,-,-,-,-,-,0
1359,Cần bán xe BMW S1000RR nhập khẩu nguyên chiếc còn mới,43000000,"Quận Tân Phú, TP.HCM",https://muaban.net/xe-may/ban-xe-may/can-ban-xe-bmw-s1000rr-nhap-khau-nguyen-chiec-con-moi-id63853441,-,-,-,-,-,-,-,-,0
1360,Cần Bán Xe Máy YAMAHA R15V3 ĐỜI 2021,25000000,"Quận 6, TP.HCM",https://muaban.net/xe-may/ban-xe-may/can-ban-xe-may-yamaha-r15v3-doi-2021-id64535082,-,-,-,-,-,-,-,-,0
1361,Honda Air Blade 110 đầu to đỏ đen sport 2015,12800000,"Quận Nam Từ Liêm, Hà Nội",https://muaban.net/xe-may/honda/honda-air-blade-110-dau-to-do-den-sport-2015-id56240847,-,-,-,-,-,-,-,-,0
1362,"Cần bán nhanh xe AB 2016, xe chính chủ",28000000,"Quận 11, TP.HCM",https://muaban.net/xe-may/ban-xe-may/can-ban-nhanh-xe-ab-2016-xe-chinh-chu-id68046727,-,-,-,-,-,-,-,-,0
1363,GZ 150 FI MÀU đen chính chủ 2018 biển hn,42800000,"Quận Nam Từ Liêm, Hà Nội",https://muaban.net/xe-may/suzuki/gz-150-fi-mau-den-chinh-chu-2018-bien-hn-id52576158,-,-,-,-,-,-,-,-,0
1364,Yamaha Nvx 155 phanh ABS chìa khóa thông minh-2021,31800000,"Quận Nam Từ Liêm, Hà Nội",https://muaban.net/xe-may/yamaha/yamaha-nvx-155-phanh-abs-chia-khoa-thong-minh-2021-id58887143,-,-,-,-,-,-,-,-,0
1365,Cần bán xe Airblade chế điện tử cùa hãng SYM màu đỏ đen,5200000,"Quận Hai Bà Trưng, Hà Nội",https://muaban.net/xe-may/ban-xe-may/can-ban-xe-airblade-che-dien-tu-cua-hang-sym-mau-do-den-id68134757,-,-,-,-,-,-,-,-,0
1366,Bán xe cũ các loại xe ga xe số xe mô tô,2000000,"TP. Thủ Đức - Quận 9, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-xe-cu-cac-loai-xe-ga-xe-so-xe-mo-to-id68044383,-,-,-,-,-,-,-,-,0
1367,Bán xe sirius đời 2017 chính chủ ,12000000,"Quận 1, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-xe-sirius-doi-2017-chinh-chu-id68043900,-,-,-,-,-,-,-,-,0
1368,Xe máy bền giá tốt ở Hồ Chí Minh,9000000,"Quận Tân Bình, TP.HCM",https://muaban.net/xe-may/ban-xe-may/xe-may-ben-gia-tot-o-ho-chi-minh-id68041752,-,-,-,-,-,-,-,-,0
1369,Chính chủ cần đổi xe nên sang lại,38000000,"Quận 4, TP.HCM",https://muaban.net/xe-may/ban-xe-may/chinh-chu-can-doi-xe-nen-sang-lai-id68035528,-,-,-,-,-,-,-,-,0
1370,"Chính chủ bán xe Click, màu đen, gia đình dùng, máy nguyên bản",9500000,"Quận Hoàn Kiếm, Hà Nội",https://muaban.net/xe-may/ban-xe-may/chinh-chu-ban-xe-click-mau-den-gia-dinh-dung-may-nguyen-ban-id68130144,-,-,-,-,-,-,-,-,0
1371,Sh 300i nhập Ý màu đen sport 2008 .,64000000,-,https://muaban.net/xe-may/ban-xe-may/sh-300i-nhap-y-mau-den-sport-2008-id68040868,-,-,-,-,-,-,-,-,0
1372,"Bán gấp 1 SH Ý 150i, màu trắng số máy 110 ra tên lần đầu tháng 12/2013",0,TP.HCM,https://muaban.net/xe-may/honda/ban-gap-1-sh-y-150i-mau-trang-so-may-110-ra-ten-lan-dau-thang-12-2013-id64250720,-,-,-,-,-,-,-,-,0
1373,Mất giấy xuất xưởng xe máy điện ,10,"Quận Ninh Kiều, Cần Thơ",https://muaban.net/xe-may/phu-tung-xe-may/mat-giay-xuat-xuong-xe-may-dien-id68032962,-,-,-,-,-,-,-,-,0
1374,Xe Pháp cổ Mobylette AV85 ( 1959) ,28000000,-,https://muaban.net/xe-may/ban-xe-may-quan-le-chan-hai-phong,-,-,-,-,-,-,-,-,0
1375,Cần Bán SH Việt 125 CBS 2021 màu trắng quá mới- Biển phố cực chất.,83500000,"Quận Đống Đa, Hà Nội",https://muaban.net/xe-may/ban-xe-may/can-ban-sh-viet-125-cbs-2021-mau-trang-qua-moi-bien-pho-cuc-chat-id68132210,-,-,-,-,-,-,-,-,0
1376,chính chủ bán gấp con xe vestpa nhật. xe đi êm máy chất. ,18000000,"Quận Thanh Xuân, Hà Nội",https://muaban.net/xe-may/ban-xe-may/chinh-chu-ban-gap-con-xe-vestpa-nhat-xe-di-em-may-chat-id68133844,-,-,-,-,-,-,-,-,0
1377,Cần bán SH Việt 150 ABS 2018 màu đen cực chất lượng,99500000,"Quận Đống Đa, Hà Nội",https://muaban.net/xe-may/ban-xe-may/can-ban-sh-viet-150-abs-2018-mau-den-cuc-chat-luong-id68059580,-,-,-,-,-,-,-,-,0
1378,Cần bán SH Việt 150 ABS 2019 màu trắng cực đẹp-Xe hải quan bao tên,119600000,"Quận Đống Đa, Hà Nội",https://muaban.net/xe-may/ban-xe-may/can-ban-sh-viet-150-abs-2019-mau-trang-cuc-dep-xe-hai-quan-bao-ten-id68132240,-,-,-,-,-,-,-,-,0
1379,Định cư nước ngoài cấn bán gấp xe wave 50cc Halim Hàn Quốc,10000000,-,https://muaban.net/xe-may/ban-xe-may/dinh-cu-nuoc-ngoai-can-ban-gap-xe-wave-50cc-halim-han-quoc-id68036080,-,-,-,-,-,-,-,-,0
1380,Bán xe Honda Crea 50CC nội địa Nhật đẹp,22500000,"TP. Vũng Tàu, Bà Rịa - Vũng Tàu",https://muaban.net/xe-may/ban-xe-may/ban-xe-honda-crea-50cc-noi-dia-nhat-dep-id68030880,-,-,-,-,-,-,-,-,0
1381,Cần bán SH Việt 150 CBS 2019 màu trắng quá mới- Biển phố cực Vip,102600000,"Quận Đống Đa, Hà Nội",https://muaban.net/xe-may/ban-xe-may/can-ban-sh-viet-150-cbs-2019-mau-trang-qua-moi-bien-pho-cuc-vip-id68132271,-,-,-,-,-,-,-,-,0
1382,Đổi xe cần bán wave alpha 202 xem tại trung kính,8300000,"Quận Cầu Giấy, Hà Nội",https://muaban.net/xe-may/ban-xe-may/doi-xe-can-ban-wave-alpha-202-xem-tai-trung-kinh-id68021596,-,-,-,-,-,-,-,-,0
1383,Cần bán SH Mode 125 ABS 2020 phiên bản đặc biệt màu Đỏ Đen Sport Chất,71600000,"Quận Đống Đa, Hà Nội",https://muaban.net/xe-may/ban-xe-may/can-ban-sh-mode-125-abs-2020-phien-ban-dac-biet-mau-do-den-sport-chat-id68112799,-,-,-,-,-,-,-,-,0
1384,Cần bán SH Việt 150 ABS cuối 2018 màu đen siêu lướt như mới,99500000,"Quận Đống Đa, Hà Nội",https://muaban.net/xe-may/honda/can-ban-sh-viet-150-abs-cuoi-2018-mau-den-sieu-luot-nhu-moi-id64795748,-,-,-,-,-,-,-,-,0
1385,Cần bán shi150 nhập trắng đen 2011 đầu số 108 ..,86000000,"Quận 1, TP.HCM",https://muaban.net/xe-may/honda/can-ban-shi150-nhap-trang-den-2011-dau-so-108-id58874476,-,-,-,-,-,-,-,-,0
1386,"Mới về xe AirBlade Fi đen nhám 2013, biển số thành phố",25800000,"Quận 11, TP.HCM",https://muaban.net/xe-may/ban-xe-may/moi-ve-xe-airblade-fi-den-nham-2013-bien-so-thanh-pho-id68125891,-,-,-,-,-,-,-,-,0
1387,Sh150 nhập ý 2012 bs cặp đẹp sm 110,130000000,"Quận 1, TP.HCM",https://muaban.net/xe-may/honda/sh150-nhap-y-2012-bs-cap-dep-sm-110-id58874505,-,-,-,-,-,-,-,-,0
1388,Cần bán xe mio classico limited,10500000,"Quận Long Biên, Hà Nội",https://muaban.net/xe-may/ban-xe-may/can-ban-xe-mio-classico-limited-id68019701,-,-,-,-,-,-,-,-,0
1389,Cần bán SH Việt 150 ABS cuối 2019 màu đen quá mới- Hồ sơ bao tên ,118600000,"Quận Đống Đa, Hà Nội",https://muaban.net/xe-may/ban-xe-may/can-ban-sh-viet-150-abs-cuoi-2019-mau-den-qua-moi-ho-so-bao-ten-id68098670,-,-,-,-,-,-,-,-,0
1390,"CẦN BÁN XE SH LÊN ĐỜI 2012 CÒN KHÁ MỚI, MÁY MÓC VẪN NGON LÀNH",109000000,"Quận Tân Phú, TP.HCM",https://muaban.net/xe-may/ban-xe-may/can-ban-xe-sh-len-doi-2012-con-kha-moi-may-moc-van-ngon-lanh-id68125493,-,-,-,-,-,-,-,-,0
1391,Honda Air Blade màu đen giá rẻ,15000000,"Quận Bình Thạnh, TP.HCM",https://muaban.net/xe-may/ban-xe-may/honda-air-blade-mau-den-gia-re-id58237386,-,-,-,-,-,-,-,-,0
1392,Air Blade 2016 Fi 125cc biển số phong thủy,38500000,"Quận 11, TP.HCM",https://muaban.net/xe-may/ban-xe-may/air-blade-2016-fi-125cc-bien-so-phong-thuy-id68124209,-,-,-,-,-,-,-,-,0
1393,Thanh lý xe Kawasaki z1000 nhập khẩu nguyên chiếc còn mới,40000000,"TP. Thủ Đức - Quận 2, TP.HCM",https://muaban.net/xe-may/kawasaki/thanh-ly-xe-kawasaki-z1000-nhap-khau-nguyen-chiec-con-moi-id63857760,-,-,-,-,-,-,-,-,0
1394,Chuyên thanh lý xe sh 150i nhập khẩu nguyên chiếc còn mới.,18000000,"TP. Thủ Đức - Quận 2, TP.HCM",https://muaban.net/xe-may/honda/chuyen-thanh-ly-xe-sh-150i-nhap-khau-nguyen-chiec-con-moi-id63857780,-,-,-,-,-,-,-,-,0
1395,"Bán xe Honda Air Blade Fi, màu xám, đời cuối 2012, máy êm",0,"Quận Tân Bình, TP.HCM",https://muaban.net/xe-may/air-blade/ban-xe-honda-air-blade-fi-mau-xam-doi-cuoi-2012-may-em-id64414144,-,-,-,-,-,-,-,-,0
1396,BÁN XE MÁY ĐĂNG KÝ NĂM 2017 BIỂN HÀ NỘI,30000000,-,https://muaban.net/xe-may/ban-xe-may-quan-ha-dong-ha-noi,-,-,-,-,-,-,-,-,0
1397,"Bán xe Honda Air Blade 110cc, Fi, màu đỏ bạc, một đời chủ",0,"Quận Tân Bình, TP.HCM",https://muaban.net/xe-may/honda/ban-xe-honda-air-blade-110cc-fi-mau-do-bac-mot-doi-chu-id64692688,-,-,-,-,-,-,-,-,0
1398,SH mode đỏ đen lên 2 phuộc sau nhìn rất cứn đẹp,51000000,"Quận 11, TP.HCM",https://muaban.net/xe-may/ban-xe-may/sh-mode-do-den-len-2-phuoc-sau-nhin-rat-cun-dep-id68117343,-,-,-,-,-,-,-,-,0
1399,"SHVN 150, đời 2013, máy zin theo xe ốc lên áo ý mới tin",65000000,"Quận 11, TP.HCM",https://muaban.net/xe-may/ban-xe-may/shvn-150-doi-2013-may-zin-theo-xe-oc-len-ao-y-moi-tin-id68117420,-,-,-,-,-,-,-,-,0
1400,Cần bán xe air blade nhập khẩu nguyên chiếc còn mới,15000000,"TP. Thủ Đức - Quận 2, TP.HCM",https://muaban.net/xe-may/honda/can-ban-xe-air-blade-nhap-khau-nguyen-chiec-con-moi-id63857759,-,-,-,-,-,-,-,-,0
1401,"SH mode 2019, Smartkey, mới tin biển số thành phố",60800000,"Quận 11, TP.HCM",https://muaban.net/xe-may/ban-xe-may/sh-mode-2019-smartkey-moi-tin-bien-so-thanh-pho-id68117443,-,-,-,-,-,-,-,-,0
1402,"AirBlade Fi, 2013, remote tít, biển số thành phố chính chủ ",26000000,"Quận 11, TP.HCM",https://muaban.net/xe-may/ban-xe-may/airblade-fi-2013-remote-tit-bien-so-thanh-pho-chinh-chu-id68117430,-,-,-,-,-,-,-,-,0
1403,XE SUZUKI HAYYATE bstphcm  xé đẹp,9500000,"Quận Tân Phú, TP.HCM",https://muaban.net/xe-may/suzuki/xe-suzuki-hayyate-bstphcm-xe-dep-id64362621,-,-,-,-,-,-,-,-,0
1404,Bán xe SYM ATTILA như hình máy chạy ổn định,3900000,"Thị Xã Phú Mỹ, Bà Rịa - Vũng Tàu",https://muaban.net/xe-may/ban-xe-may/ba-n-xe-sym-attila-nhu-hi-nh-ma-y-cha-y-o-n-di-nh-id68116516,-,-,-,-,-,-,-,-,0
1405,XE WAVE RSX 110 cc ngay chut bstphcm,11300000,"Quận Tân Phú, TP.HCM",https://muaban.net/xe-may/honda/xe-wave-rsx-110-cc-ngay-chut-bstphcm-id63970380,-,-,-,-,-,-,-,-,0
1406,Honda Lead Fi trung niên sử dụng giữ gìn,10200000,"Quận Nam Từ Liêm, Hà Nội",https://muaban.net/xe-may/honda/honda-lead-fi-trung-nien-su-dung-giu-gin-id57782128,-,-,-,-,-,-,-,-,0
1407,"Xe mới, chưa chạy dư dùng nêm bán",2600000,"TP. Thủ Đức - Quận Thủ Đức, TP.HCM",https://muaban.net/xe-may/ban-xe-may/xe-moi-chua-chay-du-dung-nem-ban-id68008541,-,-,-,-,-,-,-,-,0
1408,Honda SH 125i CBS đăng ký lần đầu năm 2018,72500000,"Quận Bắc Từ Liêm, Hà Nội",https://muaban.net/xe-may/ban-xe-may/ban-honda-sh-125i-cbs-doi-2018-id68006549,-,-,-,-,-,-,-,-,0
1409,Xe nhà dư dùng cần bán SH mode 2015,41000000,"Quận 7, TP.HCM",https://muaban.net/xe-may/ban-xe-may/xe-nha-du-dung-can-ban-sh-mode-2015-id68010846,-,-,-,-,-,-,-,-,0
1410,"Chuyên thu mua các loại xe máy cũ và mới, xe hải quan, giá cao",0,Hà Nội,https://muaban.net/xe-may/mua-xe-may/chuyen-thu-mua-cac-loai-xe-may-cu-va-moi-xe-hai-quan-gia-cao-id64056876,-,-,-,-,-,-,-,-,0
1411,"Cần bán SH Việt 125 ABS 12-2019 Đen Nhám quá mới, cực chất.",94500000,"Quận Đống Đa, Hà Nội",https://muaban.net/xe-may/honda/can-ban-sh-viet-125-abs-12-2019-den-nham-qua-moi-cuc-chat-id64334574,-,-,-,-,-,-,-,-,0
1412,"Cần bán xe Wave Liên Doanh 110cc màu xanh nhớt, biển 18F7",3000000,"Quận Hai Bà Trưng, Hà Nội",https://muaban.net/xe-may/ban-xe-may/can-ban-xe-wave-lien-doanh-110cc-mau-xanh-nhot-bien-18f7-id68097017,-,-,-,-,-,-,-,-,0
1413,Không đủ lực dọn cần ra đi wawe 9c,11000000,"Quận Tân Phú, TP.HCM",https://muaban.net/xe-may/ban-xe-may/khong-du-luc-don-can-ra-di-wawe-9c-id68005430,-,-,-,-,-,-,-,-,0
1414,"Bán Vario 150(Mẫu cũ), BS Sài Gòn, 16000 km, chính chủ",63000000,"Quận 10, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-vario-150-mau-cu-bs-sai-gon-16000-km-chinh-chu-id68109940,-,-,-,-,-,-,-,-,0
1415," Bán xe Vairo 150, đời 2018, Smartkey, biển số thành phố ",45000000,"Quận 11, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-xe-vairo-150-doi-2018-smartkey-bien-so-thanh-pho-id68101428,-,-,-,-,-,-,-,-,0
1416,"Bán xe Honda Aiblade 125 mode 2013, ngay chủ, công chứng trong ngày",21700000,"Quận Bình Thạnh, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-xe-honda-aiblade-125-mode-2013-ngay-chu-cong-chung-trong-ngay-id68058319,-,-,-,-,-,-,-,-,0
1417,"AirBlade Fi, xanh đen, đời 2018, biển số thành phố chính chủ",33900000,"Quận 11, TP.HCM",https://muaban.net/xe-may/ban-xe-may/airblade-fi-xanh-den-doi-2018-bien-so-thanh-pho-chinh-chu-id68074181,-,-,-,-,-,-,-,-,0
1418,Cần bán xe Honda Airblade 110cc chế điện tử màu vàng đen,14200000,"Quận Hai Bà Trưng, Hà Nội",https://muaban.net/xe-may/ban-xe-may/can-ban-xe-honda-airblade-110cc-che-dien-tu-mau-vang-den-id68089162,-,-,-,-,-,-,-,-,0
1419,"Cho thuê xe máy , tại xuân thủy ,thảo điền ,quận 2",0,"TP. Thủ Đức - Quận 2, TP.HCM",https://muaban.net/xe-may/cho-thue-xe-may/cho-thue-xe-ma-y-ta-i-xuan-thu-y-tha-o-die-n-qua-n-2-id44646236,-,-,-,-,-,-,-,-,0
1420,"Mới về xe AirBlade Fi, 2017, remote tít, biển số thành phố",34000000,"Quận 11, TP.HCM",https://muaban.net/xe-may/ban-xe-may/moi-ve-xe-airblade-fi-2017-remote-tit-bien-so-thanh-pho-id68105527,-,-,-,-,-,-,-,-,0
1421,"Ps 150cc Tphcm 
Màu đen
1 em siêu phẩm tuyệt đẹp
Thùng xám chưa qua",0,"Quận Phú Nhuận, TP.HCM",https://muaban.net/xe-may/mua-xe-may/ps-150cc-tphcm-mau-den-1-em-sieu-pham-tuyet-dep-thung-xam-chua-qua-id64780576,-,-,-,-,-,-,-,-,0
1422,"Kẹt tiền cần bán xe SH Ý còn mới keng, chưa bung đầu",90000000,"Quận Tân Bình, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ket-tien-can-ban-xe-sh-y-con-moi-keng-chua-bung-dau-id68097633,-,-,-,-,-,-,-,-,0
1423,"Mới về AirBlade Fi, đen nhám, zin 125, đời 2017",30000000,"Quận 11, TP.HCM",https://muaban.net/xe-may/ban-xe-may/moi-ve-airblade-fi-den-nham-zin-125-doi-2017-id68096338,-,-,-,-,-,-,-,-,0
1424,Sym Elite 50cc  Xanh Trắng Bs Tphcm,15800000,-,https://muaban.net/xe-may/sym/sym-elite-50cc-xanh-trang-bs-tphcm-id64773502,-,-,-,-,-,-,-,-,0
1425,"Bán xe SH Việt Kiều Ý 125 up 150, biển số đẹp 73355 lên full đồ chơi",0,TP.HCM,https://muaban.net/xe-may/honda/ban-xe-sh-viet-kieu-y-125-up-150-bien-so-dep-73355-len-full-do-choi-id64006887,-,-,-,-,-,-,-,-,0
1426,"Bán xe Honda CD Benly 125cc nhập khẩu, màu Cam, đời 1997, xe mới đẹp",21500000,"Huyện Hóc Môn, TP.HCM",https://muaban.net/xe-may/honda/ban-xe-honda-cd-benly-125cc-nhap-khau-mau-cam-doi-1997-xe-moi-dep-id64333412,-,-,-,-,-,-,-,-,0
